EmployeeID,FullName,Department,Gender,Age,AnnualSalary,Country
E00646,Charles Moore,Accounting,Male,49,56878.00,United States
E04670,Angel Do,IT,Male,34,94735.00,China
E03580,Maverick Medina,Sales,Male,39,51234.00,United States
E00446,Isaac Han,Human Resources,Male,31,230025.00,United States
E02363,Eliza Liang,Human Resources,Female,36,134006.00,China
E03718,Zoe Zhou,Finance,Female,61,103096.00,China
E01749,Nathan Lee,Accounting,Male,29,58703.00,United States
E02888,Elijah Ramos,IT,Male,33,132544.00,Brazil
E01338,Jaxson Coleman,Finance,Male,32,126671.00,United States
E03000,Hailey Hong,Sales,Female,33,56405.00,United States
E01611,Gabriella Zhu,IT,Female,36,88730.00,China
E02684,Aaron Maldonado,Finance,Male,39,62861.00,United States
E02561,Samantha Vargas,Human Resources,Female,53,151246.00,Brazil
E03168,Nora Le,IT,Female,53,154388.00,United States
E00758,Alice Roberts,Human Resources,Female,54,162978.00,United States
E03691,Colton Garcia,IT,Male,55,80170.00,United States
E01488,Stella Lai,Accounting,Female,44,98520.00,United States
E04415,Leonardo Luong,Finance,Male,52,116527.00,United States
E03278,Nicholas Wong,Sales,Male,27,174607.00,United States
E00282,Jeremiah Castillo,Accounting,Male,58,64202.00,United States
E03305,Cooper Jiang,Accounting,Male,49,50883.00,China
E00559,Penelope Silva,IT,Female,36,94618.00,United States
E02558,Jose Richardson,Marketing,Male,26,151556.00,United States
E00956,Eleanor Chau,Engineering,Female,37,80659.00,United States
E03858,John Cho,Human Resources,Male,47,195385.00,China
E02221,Julian Delgado,IT,Male,29,52693.00,Brazil
E00126,Isabella Scott,IT,Female,58,72045.00,United States
E02627,Parker Avila,Marketing,Male,47,62749.00,Brazil
E03778,Luke Vu,Marketing,Male,52,154884.00,China
E00481,Jameson Nelson,IT,Male,61,96566.00,United States
E02833,Adrian Fernandez,IT,Male,45,54994.00,United States
E03902,Madison Hunter,IT,Female,40,61523.00,United States
E02310,Jordan Phillips,Human Resources,Male,45,190512.00,United States
E02661,Maya Chan,Engineering,Female,37,124827.00,China
E00836,Wesley King,Accounting,Male,57,101577.00,United States
E00682,Sofia Fernandez,Accounting,Female,44,105223.00,United States
E00287,Maverick Figueroa,IT,Male,48,94815.00,United States
E00785,Hannah Hoang,Accounting,Female,25,114893.00,China
E04598,Violet Garcia,Marketing,Female,35,80622.00,United States
E03247,Aaliyah Mai,IT,Female,57,246589.00,United States
E02703,Austin Vang,Marketing,Male,49,119397.00,China
E02191,Maria Sun,Sales,Female,25,150666.00,China
E00156,Madelyn Scott,IT,Female,46,148035.00,United States
E03349,Dylan Chin,Finance,Male,60,158898.00,United States
E04032,Emery Zhang,Engineering,Female,45,89659.00,China
E00005,Riley Washington,Sales,Female,39,171487.00,United States
E04354,Raelynn Rios,Sales,Female,43,258498.00,United States
E01578,Anthony Hong,IT,Male,37,146961.00,United States
E03430,Leo Herrera,Human Resources,Male,48,85369.00,Brazil
E03058,Robert Wright,IT,Male,30,67489.00,United States
E04762,Audrey Richardson,IT,Female,46,166259.00,United States
E01148,Scarlett Kumar,IT,Female,55,47032.00,United States
E03094,Wesley Young,Marketing,Male,33,98427.00,United States
E01909,Lillian Khan,Finance,Female,44,47387.00,China
E04398,Oliver Yang,Marketing,Male,31,176710.00,United States
E02521,Lily Nguyen,Finance,Female,33,95960.00,China
E03545,Sofia Cheng,Accounting,Female,63,216195.00,United States
